experiment,config_id,config_json,seed,hit,hit_type,pos_error,vel_error,min_dist,ball_near_ms,tube_ready_ms,max_tcp,max_qdot,max_face,hit_time_error_ms,hit_pos_error,v_racket_at_hit,wall_time,error
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",106,True,active,0.094968,1.858561,0.087038,30.0,105.0,1.79,1.0,1.9,20.0,0.094968,1.574,1.66,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",95,True,active,0.087654,1.858341,0.084266,30.0,105.0,1.76,1.0,1.6,15.0,0.087654,1.699,2.71,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",97,False,miss,0.362852,1.855433,0.164568,10.0,0.0,1.19,1.0,1.3,0.0,0.362852,0.0,2.72,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",98,True,active,0.054939,1.8928,0.054939,25.0,100.0,1.8,0.98,1.9,15.0,0.054939,1.422,2.75,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",110,True,active,0.133363,1.874194,0.125111,25.0,105.0,1.79,1.0,2.0,15.0,0.133363,1.595,1.66,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",100,False,miss,0.377168,1.886357,0.147234,15.0,45.0,1.34,0.99,1.5,0.0,0.377168,0.0,2.68,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",111,False,miss,0.426049,1.878698,0.185233,0.0,0.0,1.63,1.0,1.6,0.0,0.426049,0.0,1.59,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",112,True,active,0.054284,1.854097,0.054284,30.0,105.0,1.79,0.98,1.3,15.0,0.054284,1.183,1.43,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",113,True,active,0.140372,1.872449,0.073977,30.0,85.0,1.76,0.95,1.8,10.0,0.140372,1.292,1.46,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",116,True,active,0.108093,1.873531,0.095743,30.0,105.0,1.79,0.98,1.7,10.0,0.108093,1.705,1.49,
